opportunity_id,sales_rep,product,product_series,sales_price,account_name,account_sector,account_region,account_size,account_revenue,deal_stage,deal_engage_date,deal_close_date,revenue_from_deal
24LP4J8U,Daniell Hammack,GTX Pro,GTX,4821,Kan-code,software,United States,34288,11698.03,Lost,13-04-2017,13-05-2017,0
37LTMWB0,Darcel Schlecht,GTX Basic,GTX,550,Betatech,medical,Kenya,1185,647.18,Lost,13-04-2017,20-04-2017,0
8BH9RNZI,Darcel Schlecht,GTX Pro,GTX,4821,Globex Corporation,technolgy,Norway,2497,1223.72,Lost,13-04-2017,14-04-2017,0
2ZU519Y6,Darcel Schlecht,GTX Plus Basic,GTX,1096,Domzoom,entertainment,United States,551,217.87,Won,13-04-2017,19-04-2017,1327
ZESI2PFU,Darcel Schlecht,GTX Plus Basic,GTX,1096,Dontechi,software,United States,10083,4618,Won,13-04-2017,27-06-2017,923
X8T4XLTY,Darcel Schlecht,GTX Plus Basic,GTX,1096,Scottech,marketing,United States,100,45.39,Won,13-04-2017,23-04-2017,1058
OS2CD01K,Darcel Schlecht,GTX Plus Pro,GTX,5482,Streethex,retail,Belgium,1165,1376.8,Won,13-04-2017,21-04-2017,5220
JNKDEAG9,Gladys Colclough,GTX Plus Pro,GTX,5482,Condax,medical,United States,9,4.54,Lost,13-04-2017,19-04-2017,0
7MGVL7FC,Gladys Colclough,MG Special,MG,55,Ron-tech,medical,United States,6837,3922.42,Won,13-04-2017,22-04-2017,55
IFJ2AE9R,Hayden Neloms,MG Advanced,MG,3393,Dalttechnology,software,United States,96,98.79,Lost,13-04-2017,20-04-2017,0
HEDUIEUN,Hayden Neloms,MG Special,MG,55,Hatfan,services,United States,1299,792.46,Won,13-04-2017,23-06-2017,62
D3OST43E,James Ascencio,GTX Plus Basic,GTX,1096,Golddex,finance,United States,165,52.5,Won,13-04-2017,20-04-2017,996
9537WTHG,Kami Bicknell,GTX Basic,GTX,550,Rantouch,telecommunications,United States,3015,1188.42,Lost,13-04-2017,09-06-2017,0
6PMHI9G4,Kami Bicknell,GTX Basic,GTX,550,Hottechi,technolgy,Korea,16499,8170.38,Won,13-04-2017,22-04-2017,543
H3ITKE4I,Kary Hendrixson,GTX Pro,GTX,4821,Hatfan,services,United States,1299,792.46,Lost,13-04-2017,19-04-2017,0
4RPUMZ9M,Kary Hendrixson,GTX Pro,GTX,4821,Y-corporation,employment,United States,9561,2871.35,Lost,13-04-2017,21-04-2017,0
U9RFE81I,Moses Frase,MG Special,MG,55,Warephase,services,United States,5276,2041.73,Lost,13-04-2017,16-08-2017,0
4T2XENE2,Niesha Huffines,GTX Plus Basic,GTX,1096,Scottech,marketing,United States,100,45.39,Lost,13-04-2017,16-06-2017,0
LIFA0JYO,Versie Hillebrand,MG Special,MG,55,Finhigh,finance,United States,1759,1102.43,Lost,13-04-2017,26-05-2017,0
JQ8V4I1K,Versie Hillebrand,MG Special,MG,55,Bioholding,medical,Philipines,1356,587.34,Won,13-04-2017,22-04-2017,56
N5CCEEOY,Vicki Laflamme,GTX Plus Pro,GTX,5482,Kan-code,software,United States,34288,11698.03,Lost,13-04-2017,20-04-2017,0
C0SNGBJU,Vicki Laflamme,MG Advanced,MG,3393,Blackzim,retail,United States,1588,497.11,Lost,13-04-2017,23-04-2017,0
VN6JB8HU,Violet Mclelland,GTX Plus Basic,GTX,1096,Sumace,retail,Romania,493,167.89,Won,13-04-2017,10-06-2017,1145
JK4IB77I,Wilburn Farren,GTX Pro,GTX,4821,Silis,medical,United States,6290,2818.38,Lost,13-04-2017,26-04-2017,0
XMEYATKB,Cassey Cress,GTX Plus Pro,GTX,5482,Zencorporation,technolgy,China,142,40.79,Lost,14-04-2017,19-04-2017,0
IUDDK8Q0,Cassey Cress,GTX Pro,GTX,4821,Bluth Company,technolgy,United States,3027,1242.32,Lost,14-04-2017,22-04-2017,0
YQXAY03C,Cassey Cress,MG Advanced,MG,3393,Umbrella Corporation,finance,United States,5113,2022.14,Lost,14-04-2017,19-04-2017,0
QKQ5N9Z1,Corliss Cosme,GTX Plus Basic,GTX,1096,Massive Dynamic,entertainment,United States,1095,665.06,Won,14-04-2017,23-04-2017,1033
RZRRMWTH,Daniell Hammack,MG Advanced,MG,3393,The New York Inquirer,medical,United States,792,439.21,Lost,14-04-2017,20-04-2017,0
JS9SCCJ3,Darcel Schlecht,GTX Plus Basic,GTX,1096,Gogozoom,telecommunications,United States,187,86.68,Lost,14-04-2017,15-04-2017,0
WOBZWEPI,Darcel Schlecht,GTX Pro,GTX,4821,Treequote,telecommunications,United States,8595,5266.09,Lost,14-04-2017,16-04-2017,0
HBIQF55L,Darcel Schlecht,GTX Pro,GTX,4821,Cancity,retail,United States,2448,718.62,Won,14-04-2017,14-08-2017,4359
V5XB0UPL,Darcel Schlecht,GTX Pro,GTX,4821,Warephase,services,United States,5276,2041.73,Won,14-04-2017,02-06-2017,4575
QW9JMUTD,Darcel Schlecht,MG Special,MG,55,Finhigh,finance,United States,1759,1102.43,Won,14-04-2017,22-04-2017,53
7ODLTF4W,Elease Gluck,GTX Basic,GTX,550,J-Texon,retail,United States,3583,1388.67,Won,14-04-2017,16-04-2017,597
RUCPPMPY,Elease Gluck,MG Advanced,MG,3393,Zoomit,entertainment,United States,978,324.19,Won,14-04-2017,16-06-2017,3179
SJHD5TFA,Gladys Colclough,GTX Basic,GTX,550,Globex Corporation,technolgy,Norway,2497,1223.72,Lost,14-04-2017,16-06-2017,0
2B0QVPBT,Gladys Colclough,MG Special,MG,55,Stanredtax,finance,United States,3798,1698.2,Won,14-04-2017,15-04-2017,57
YIZ1VQ3U,Hayden Neloms,MG Advanced,MG,3393,Hottechi,technolgy,Korea,16499,8170.38,Lost,14-04-2017,15-04-2017,0
FMNSL9TP,Hayden Neloms,MG Advanced,MG,3393,Scotfind,software,United States,16780,6354.87,Won,14-04-2017,24-04-2017,2997
8ZU8D508,James Ascencio,GTX Basic,GTX,550,Faxquote,telecommunications,United States,5595,1825.82,Won,14-04-2017,29-05-2017,545
NVDVFYGE,Jonathan Berthelot,GTX Basic,GTX,550,Zumgoity,medical,United States,1210,441.08,Won,14-04-2017,25-04-2017,565
QQH0YV1W,Jonathan Berthelot,MG Special,MG,55,Treequote,telecommunications,United States,8595,5266.09,Won,14-04-2017,24-04-2017,54
IUNX2OMX,Kami Bicknell,GTX Basic,GTX,550,J-Texon,retail,United States,3583,1388.67,Lost,14-04-2017,15-04-2017,0
6WODV6KD,Kami Bicknell,GTX Pro,GTX,4821,Sunnamplex,marketing,Poland,1593,894.37,Won,14-04-2017,21-04-2017,4991
RTZFPWVN,Maureen Marcano,GTX Plus Pro,GTX,5482,Hottechi,technolgy,Korea,16499,8170.38,Lost,14-04-2017,19-04-2017,0
VYDCTUAU,Maureen Marcano,MG Advanced,MG,3393,Blackzim,retail,United States,1588,497.11,Lost,14-04-2017,16-04-2017,0
KYFONJP5,Rosie Papadopoulos,GTX Pro,GTX,4821,Silis,medical,United States,6290,2818.38,Won,14-04-2017,16-06-2017,5546
ANXSK3QV,Vicki Laflamme,MG Special,MG,55,Hottechi,technolgy,Korea,16499,8170.38,Won,14-04-2017,20-04-2017,59
7I6OHUE4,Anna Snelling,GTX Plus Basic,GTX,1096,Statholdings,employment,United States,586,291.27,Lost,15-04-2017,23-04-2017,0
AY9NWO78,Anna Snelling,MG Special,MG,55,Statholdings,employment,United States,586,291.27,Lost,15-04-2017,20-04-2017,0
BEP06EN5,Anna Snelling,GTX Plus Pro,GTX,5482,Statholdings,employment,United States,586,291.27,Won,15-04-2017,16-04-2017,5082
8H95X3AP,Boris Faz,GTX Plus Pro,GTX,5482,Iselectrics,technolgy,United States,1428,527.11,Won,15-04-2017,24-04-2017,5293
P7LVKDC9,Cecily Lampkin,GTX Plus Basic,GTX,1096,Hottechi,technolgy,Korea,16499,8170.38,Won,15-04-2017,27-06-2017,1163
QRVHBQSF,Donn Cantrell,MG Special,MG,55,Ganjaflex,retail,Japan,17479,5158.71,Won,15-04-2017,16-04-2017,49
8KH8XJRE,Garret Kinder,MG Special,MG,55,Donquadtech,technolgy,United States,3194,1712.68,Won,15-04-2017,01-05-2017,53
YZ4AIQQR,Gladys Colclough,MG Advanced,MG,3393,Betatech,medical,Kenya,1185,647.18,Lost,15-04-2017,16-04-2017,0
R8CW1D6X,Gladys Colclough,MG Advanced,MG,3393,Gogozoom,telecommunications,United States,187,86.68,Lost,15-04-2017,12-06-2017,0
68KYNPDQ,Hayden Neloms,GTX Plus Basic,GTX,1096,Lexiqvolax,medical,United States,3889,1618.89,Lost,15-04-2017,24-04-2017,0
9B0HGLRU,Kami Bicknell,GTX Basic,GTX,550,Fasehatice,retail,United States,7523,4968.91,Lost,15-04-2017,21-04-2017,0
TN59K8NP,Kary Hendrixson,GTX Basic,GTX,550,Sunnamplex,marketing,Poland,1593,894.37,Lost,15-04-2017,07-08-2017,0
3OBMD08T,Moses Frase,MG Advanced,MG,3393,Codehow,software,United States,2641,2714.9,Lost,15-04-2017,17-04-2017,0
5FWBETTO,Versie Hillebrand,MG Advanced,MG,3393,Finhigh,finance,United States,1759,1102.43,Won,15-04-2017,19-05-2017,3641
UDTQF84C,Violet Mclelland,GTX Basic,GTX,550,Condax,medical,United States,9,4.54,Lost,15-04-2017,17-04-2017,0
35IRGXY3,Zane Levy,GTX Basic,GTX,550,Condax,medical,United States,9,4.54,Won,15-04-2017,23-05-2017,501
YHRVQVPV,Zane Levy,GTX Plus Pro,GTX,5482,Konex,technolgy,United States,13756,7708.38,Won,15-04-2017,20-04-2017,4687
0PGJNCD7,Anna Snelling,GTX Basic,GTX,550,dambase,marketing,United States,2928,2173.98,Won,16-04-2017,23-06-2017,626
7X7YIWJO,Anna Snelling,GTX Basic,GTX,550,Finhigh,finance,United States,1759,1102.43,Won,16-04-2017,03-08-2017,489
2IO3IJPO,Cassey Cress,GTX Pro,GTX,4821,Zencorporation,technolgy,China,142,40.79,Won,16-04-2017,27-04-2017,4852
WCSJBX3N,Cecily Lampkin,MG Advanced,MG,3393,Warephase,services,United States,5276,2041.73,Lost,16-04-2017,28-06-2017,0
FCNYDFK3,Daniell Hammack,GTX Plus Basic,GTX,1096,Bubba Gump,software,United States,2253,987.39,Won,16-04-2017,06-06-2017,1192
3Y26MZHI,Daniell Hammack,GTX Pro,GTX,4821,Donquadtech,technolgy,United States,3194,1712.68,Won,16-04-2017,17-04-2017,5104
P0BMLVSL,Darcel Schlecht,GTX Pro,GTX,4821,Codehow,software,United States,2641,2714.9,Won,16-04-2017,09-08-2017,5820
QK5BW61U,Donn Cantrell,MG Advanced,MG,3393,Acme Corporation,technolgy,United States,2822,1100.04,Won,16-04-2017,05-08-2017,3012
J3SZACNW,Garret Kinder,GTX Plus Pro,GTX,5482,Sumace,retail,Romania,493,167.89,Lost,16-04-2017,22-04-2017,0
5SNTPPOV,Garret Kinder,GTX Pro,GTX,4821,Mathtouch,marketing,Jordan,9516,3027.46,Lost,16-04-2017,18-04-2017,0
D7F2AWWW,Garret Kinder,GTX Pro,GTX,4821,Konex,technolgy,United States,13756,7708.38,Won,16-04-2017,23-04-2017,3930
FUL5V96O,Gladys Colclough,GTX Plus Basic,GTX,1096,Domzoom,entertainment,United States,551,217.87,Won,16-04-2017,22-04-2017,1055
BWIWI1PC,Hayden Neloms,MG Advanced,MG,3393,Blackzim,retail,United States,1588,497.11,Lost,16-04-2017,22-04-2017,0
GYBIACTC,Jonathan Berthelot,GTX Basic,GTX,550,Scottech,marketing,United States,100,45.39,Won,16-04-2017,24-04-2017,538
VD6BP6T2,Jonathan Berthelot,MG Special,MG,55,Domzoom,entertainment,United States,551,217.87,Won,16-04-2017,23-04-2017,68
QA9XE19H,Kary Hendrixson,MG Advanced,MG,3393,Newex,services,Germany,3492,1012.72,Lost,16-04-2017,23-04-2017,0
8ZYPSX66,Maureen Marcano,GTX Basic,GTX,550,Newex,services,Germany,3492,1012.72,Won,16-04-2017,28-04-2017,572
0AN86YDG,Maureen Marcano,GTX Plus Basic,GTX,1096,Groovestreet,retail,United States,299,223.8,Won,16-04-2017,24-04-2017,1234
VKXZ36VE,Moses Frase,GTX Basic,GTX,550,Ron-tech,medical,United States,6837,3922.42,Lost,16-04-2017,18-04-2017,0
OJYFSZ2O,Versie Hillebrand,MG Special,MG,55,Isdom,medical,United States,4540,3178.24,Lost,16-04-2017,17-04-2017,0
YGL1F8K1,Vicki Laflamme,MG Special,MG,55,Plusstrip,entertainment,United States,315,349.81,Won,16-04-2017,04-05-2017,56
C1WGTTYF,Violet Mclelland,MG Special,MG,55,Zathunicon,retail,United States,144,71.12,Lost,16-04-2017,03-05-2017,0
1OZWGQK9,Zane Levy,MG Special,MG,55,Doncon,technolgy,United States,1501,587.72,Lost,16-04-2017,25-04-2017,0
EXICVP8C,Anna Snelling,MG Special,MG,55,Warephase,services,United States,5276,2041.73,Won,17-04-2017,26-04-2017,52
DLXFY70W,Anna Snelling,MG Advanced,MG,3393,Codehow,software,United States,2641,2714.9,Won,17-04-2017,24-04-2017,3668
GO7UM9AV,Boris Faz,GTX Basic,GTX,550,Plussunin,retail,United States,4018,1419.98,Lost,17-04-2017,19-04-2017,0
F5ITRBMX,Boris Faz,MG Advanced,MG,3393,Zotware,software,United States,13809,4478.47,Won,17-04-2017,04-08-2017,3138
8KFFRJSS,Cecily Lampkin,MG Special,MG,55,Conecom,technolgy,United States,1806,1520.66,Lost,17-04-2017,19-04-2017,0
38VRB2P1,Corliss Cosme,GTX Basic,GTX,550,Ontomedia,employment,United States,2769,882.12,Lost,17-04-2017,18-04-2017,0
9CGD5QSZ,Corliss Cosme,GTX Basic,GTX,550,Zencorporation,technolgy,China,142,40.79,Lost,17-04-2017,21-04-2017,0
UPZRAO84,Corliss Cosme,GTX Pro,GTX,4821,Iselectrics,technolgy,United States,1428,527.11,Won,17-04-2017,01-06-2017,5032
BPCWRG9P,Daniell Hammack,GTX Plus Basic,GTX,1096,Plussunin,retail,United States,4018,1419.98,Won,17-04-2017,20-04-2017,1310
JE5085VJ,Daniell Hammack,GTX Plus Pro,GTX,5482,Mathtouch,marketing,Jordan,9516,3027.46,Won,17-04-2017,27-06-2017,5076
P5MLWDXX,Daniell Hammack,MG Advanced,MG,3393,Vehement Capital Partners,finance,United States,883,646.1,Won,17-04-2017,19-06-2017,3641
IJ7AUTVC,Darcel Schlecht,GTX Pro,GTX,4821,Conecom,technolgy,United States,1806,1520.66,Lost,17-04-2017,18-04-2017,0
84T104O7,Darcel Schlecht,GTX Plus Basic,GTX,1096,Warephase,services,United States,5276,2041.73,Won,17-04-2017,25-04-2017,1170
0GXXCA37,Darcel Schlecht,GTX Pro,GTX,4821,Domzoom,entertainment,United States,551,217.87,Won,17-04-2017,01-05-2017,4226
9PCWAYWC,Elease Gluck,MG Advanced,MG,3393,Green-Plus,services,United States,1922,692.19,Lost,17-04-2017,18-04-2017,0
OJ0C7S3T,Gladys Colclough,GTX Pro,GTX,4821,Genco Pura Olive Oil Company,retail,Italy,1635,894.33,Won,17-04-2017,24-04-2017,4784
3VMC6PGJ,Hayden Neloms,GTX Plus Basic,GTX,1096,Faxquote,telecommunications,United States,5595,1825.82,Lost,17-04-2017,25-04-2017,0
E2MWXGNG,Hayden Neloms,MG Advanced,MG,3393,Blackzim,retail,United States,1588,497.11,Lost,17-04-2017,19-04-2017,0
QZ2E9TSL,James Ascencio,MG Advanced,MG,3393,Golddex,finance,United States,165,52.5,Lost,17-04-2017,12-08-2017,0
L3AYCTGW,James Ascencio,GTX Pro,GTX,4821,Goodsilron,marketing,United States,5107,2952.73,Won,17-04-2017,24-04-2017,5451
IZ02GW0R,Kami Bicknell,GTX Basic,GTX,550,Faxquote,telecommunications,United States,5595,1825.82,Won,17-04-2017,19-04-2017,527
5AI9WG6M,Kary Hendrixson,GTX Plus Pro,GTX,5482,Y-corporation,employment,United States,9561,2871.35,Lost,17-04-2017,25-04-2017,0
Q1DFFYB5,Kary Hendrixson,GTX Plus Pro,GTX,5482,Y-corporation,employment,United States,9561,2871.35,Lost,17-04-2017,19-04-2017,0
XWZG5VPL,Kary Hendrixson,GTX Pro,GTX,4821,Scotfind,software,United States,16780,6354.87,Lost,17-04-2017,18-04-2017,0
30FHAEJZ,Kary Hendrixson,GTX Plus Pro,GTX,5482,Fasehatice,retail,United States,7523,4968.91,Won,17-04-2017,19-04-2017,5408
AZOXWEKL,Lajuana Vencill,GTX Plus Basic,GTX,1096,Conecom,technolgy,United States,1806,1520.66,Lost,17-04-2017,02-05-2017,0
2NKZR4IM,Lajuana Vencill,GTX Plus Pro,GTX,5482,Isdom,medical,United States,4540,3178.24,Lost,17-04-2017,24-04-2017,0
3PPB3Q04,Lajuana Vencill,MG Special,MG,55,Konmatfix,marketing,United States,1190,375.43,Won,17-04-2017,23-06-2017,48
610UUEAG,Markita Hansen,GTX Basic,GTX,550,Plexzap,retail,United States,4874,2437.85,Won,17-04-2017,24-04-2017,527
FIYSM4E1,Marty Freudenburg,GTX Plus Basic,GTX,1096,dambase,marketing,United States,2928,2173.98,Won,17-04-2017,23-04-2017,1160
BCUR8B2A,Niesha Huffines,GTX Basic,GTX,550,Inity,marketing,United States,8801,2403.58,Won,17-04-2017,06-06-2017,491
8PGDRAH2,Reed Clapper,GTX Basic,GTX,550,Umbrella Corporation,finance,United States,5113,2022.14,Won,17-04-2017,19-04-2017,555
G1C9IG0T,Rosalina Dieter,MG Special,MG,55,Lexiqvolax,medical,United States,3889,1618.89,Lost,17-04-2017,27-04-2017,0
G4B4Z525,Versie Hillebrand,MG Special,MG,55,Isdom,medical,United States,4540,3178.24,Won,17-04-2017,23-04-2017,62
J9SE3QJD,Violet Mclelland,MG Special,MG,55,Ganjaflex,retail,Japan,17479,5158.71,Lost,17-04-2017,26-04-2017,0
JORFI81C,Violet Mclelland,MG Special,MG,55,Konex,technolgy,United States,13756,7708.38,Won,17-04-2017,25-04-2017,56
GET2JILL,Wilburn Farren,MG Advanced,MG,3393,The New York Inquirer,medical,United States,792,439.21,Won,17-04-2017,23-04-2017,3490
E3HJPDFZ,Zane Levy,GTX Pro,GTX,4821,Y-corporation,employment,United States,9561,2871.35,Lost,17-04-2017,24-06-2017,0
Q22714T0,Anna Snelling,MG Special,MG,55,Betatech,medical,Kenya,1185,647.18,Lost,18-04-2017,24-04-2017,0
FCGE8U5M,Anna Snelling,MG Special,MG,55,Betatech,medical,Kenya,1185,647.18,Won,18-04-2017,25-04-2017,51
ROQBT7TM,Anna Snelling,MG Special,MG,55,Condax,medical,United States,9,4.54,Won,18-04-2017,20-06-2017,54
WLFLY0BD,Anna Snelling,MG Special,MG,55,Conecom,technolgy,United States,1806,1520.66,Won,18-04-2017,27-04-2017,56
8S649LDO,Boris Faz,GTX Pro,GTX,4821,Kan-code,software,United States,34288,11698.03,Lost,18-04-2017,27-05-2017,0
JR7SC0S2,Cassey Cress,MG Advanced,MG,3393,Gekko & Co,retail,United States,3502,2520.83,Won,18-04-2017,04-08-2017,3808
MFGCEDXE,Corliss Cosme,GTX Plus Pro,GTX,5482,Yearin,retail,United States,3851,2261.05,Lost,18-04-2017,04-05-2017,0
Y9Y4TXD9,Corliss Cosme,MG Advanced,MG,3393,Konex,technolgy,United States,13756,7708.38,Won,18-04-2017,03-05-2017,3041
ZKOGIB6R,Donn Cantrell,GTX Basic,GTX,550,Xx-zobam,entertainment,United States,8274,3838.39,Lost,18-04-2017,25-04-2017,0
Z353E8FR,Garret Kinder,MG Advanced,MG,3393,Condax,medical,United States,9,4.54,Lost,18-04-2017,30-04-2017,0
IKJSXBY0,Gladys Colclough,GTX Pro,GTX,4821,Isdom,medical,United States,4540,3178.24,Lost,18-04-2017,04-05-2017,0
5SYJS0HS,Hayden Neloms,GTX Plus Pro,GTX,5482,Goodsilron,marketing,United States,5107,2952.73,Lost,18-04-2017,23-04-2017,0
UXOQQR39,James Ascencio,GTX Plus Basic,GTX,1096,Golddex,finance,United States,165,52.5,Lost,18-04-2017,20-04-2017,0
J5DF2ZO1,James Ascencio,MG Special,MG,55,Kan-code,software,United States,34288,11698.03,Won,18-04-2017,29-04-2017,44
HGF361RQ,Kami Bicknell,GTX Plus Pro,GTX,5482,Xx-holding,finance,United States,20293,7537.24,Lost,18-04-2017,24-04-2017,0
9B8SPYAF,Kami Bicknell,GTX Basic,GTX,550,Doncon,technolgy,United States,1501,587.72,Won,18-04-2017,24-04-2017,552
VTLI5HIE,Kary Hendrixson,GTX Basic,GTX,550,Newex,services,Germany,3492,1012.72,Won,18-04-2017,26-04-2017,474
N60UJ28O,Kary Hendrixson,GTX Plus Basic,GTX,1096,Xx-holding,finance,United States,20293,7537.24,Won,18-04-2017,22-04-2017,1158
R102IPTH,Kary Hendrixson,GTX Plus Pro,GTX,5482,Faxquote,telecommunications,United States,5595,1825.82,Won,18-04-2017,19-04-2017,5839
C9O4E52T,Kary Hendrixson,GTX Pro,GTX,4821,Singletechno,retail,United States,5374,2214.94,Won,18-04-2017,06-08-2017,4554
CJP7LWRK,Kary Hendrixson,GTX Pro,GTX,4821,Xx-holding,finance,United States,20293,7537.24,Won,18-04-2017,24-04-2017,5078
NHE1CETW,Lajuana Vencill,GTX Plus Basic,GTX,1096,Genco Pura Olive Oil Company,retail,Italy,1635,894.33,Lost,18-04-2017,26-04-2017,0
1O1GVZEU,Markita Hansen,GTX Basic,GTX,550,Cheers,entertainment,United States,6472,4269.9,Won,18-04-2017,04-06-2017,561
2OQB2KPY,Maureen Marcano,GTX Plus Basic,GTX,1096,Finjob,employment,United States,3644,2059.9,Lost,18-04-2017,22-04-2017,0
KK4VW0ZM,Niesha Huffines,MG Advanced,MG,3393,Ron-tech,medical,United States,6837,3922.42,Lost,18-04-2017,22-05-2017,0
JHLG51ZI,Niesha Huffines,MG Advanced,MG,3393,Inity,marketing,United States,8801,2403.58,Won,18-04-2017,19-04-2017,3392
TS4CB9TH,Vicki Laflamme,GTX Pro,GTX,4821,Fasehatice,retail,United States,7523,4968.91,Won,18-04-2017,20-04-2017,5040
BH40KWV5,Zane Levy,GTX Pro,GTX,4821,Goodsilron,marketing,United States,5107,2952.73,Lost,18-04-2017,24-04-2017,0
MMVHAEI3,Zane Levy,MG Advanced,MG,3393,Rantouch,telecommunications,United States,3015,1188.42,Lost,18-04-2017,25-04-2017,0
PGRIPWHY,Zane Levy,GTX Plus Pro,GTX,5482,Sonron,telecommunications,United States,5108,1699.85,Won,18-04-2017,25-04-2017,5853
0VXUZU7P,Anna Snelling,MG Special,MG,55,Scottech,marketing,United States,100,45.39,Won,19-04-2017,25-04-2017,49
7B21SGQ8,Boris Faz,GTX Plus Basic,GTX,1096,Gekko & Co,retail,United States,3502,2520.83,Won,19-04-2017,29-04-2017,1080
I6TVFB6J,Cecily Lampkin,GTX Basic,GTX,550,Genco Pura Olive Oil Company,retail,Italy,1635,894.33,Lost,19-04-2017,28-04-2017,0
PHAFVDFO,Cecily Lampkin,MG Special,MG,55,Konmatfix,marketing,United States,1190,375.43,Won,19-04-2017,20-04-2017,55
I6O855AE,Daniell Hammack,GTX Plus Basic,GTX,1096,Acme Corporation,technolgy,United States,2822,1100.04,Won,19-04-2017,22-05-2017,1282
OUIK8VX3,Elease Gluck,GTK 500,GTK,26768,Lexiqvolax,medical,United States,3889,1618.89,Won,19-04-2017,20-04-2017,23746
RYO875D0,Garret Kinder,GTX Basic,GTX,550,Massive Dynamic,entertainment,United States,1095,665.06,Lost,19-04-2017,28-04-2017,0
O5S6WEM7,James Ascencio,GTX Basic,GTX,550,Doncon,technolgy,United States,1501,587.72,Lost,19-04-2017,01-05-2017,0
DJ2FHO68,Kami Bicknell,GTX Basic,GTX,550,Golddex,finance,United States,165,52.5,Lost,19-04-2017,16-08-2017,0
5LHNRZD3,Lajuana Vencill,MG Advanced,MG,3393,Streethex,retail,Belgium,1165,1376.8,Lost,19-04-2017,21-04-2017,0
URIKPDOJ,Maureen Marcano,GTX Plus Basic,GTX,1096,Cheers,entertainment,United States,6472,4269.9,Lost,19-04-2017,27-04-2017,0
U1J4YN0I,Niesha Huffines,GTX Basic,GTX,550,Cancity,retail,United States,2448,718.62,Lost,19-04-2017,21-04-2017,0
QBUJF4I7,Reed Clapper,MG Special,MG,55,Opentech,finance,United States,853,355.23,Lost,19-04-2017,20-04-2017,0
99QIJAAP,Reed Clapper,MG Special,MG,55,Opentech,finance,United States,853,355.23,Won,19-04-2017,27-04-2017,61
K127AFNP,Rosalina Dieter,MG Special,MG,55,J-Texon,retail,United States,3583,1388.67,Lost,19-04-2017,30-04-2017,0
4K7PRO1B,Rosalina Dieter,GTX Basic,GTX,550,Goodsilron,marketing,United States,5107,2952.73,Won,19-04-2017,28-04-2017,600
AYB7DWUH,Rosie Papadopoulos,GTX Plus Pro,GTX,5482,Opentech,finance,United States,853,355.23,Won,19-04-2017,20-04-2017,5805
6CKXLPAR,Versie Hillebrand,MG Special,MG,55,Hottechi,technolgy,Korea,16499,8170.38,Won,19-04-2017,27-06-2017,58
FQ2F717F,Versie Hillebrand,MG Special,MG,55,Scottech,marketing,United States,100,45.39,Won,19-04-2017,03-08-2017,52
2SBP68CP,Violet Mclelland,MG Special,MG,55,Gekko & Co,retail,United States,3502,2520.83,Lost,19-04-2017,21-04-2017,0
LPGOTIM2,Boris Faz,MG Special,MG,55,Silis,medical,United States,6290,2818.38,Won,20-04-2017,16-06-2017,55
LW8485Y2,Cassey Cress,GTX Plus Basic,GTX,1096,Acme Corporation,technolgy,United States,2822,1100.04,Won,20-04-2017,10-08-2017,1161
UKLAKXP2,Cassey Cress,GTX Pro,GTX,4821,Plussunin,retail,United States,4018,1419.98,Won,20-04-2017,25-04-2017,5091
4LLWRSBJ,Cassey Cress,MG Special,MG,55,Donquadtech,technolgy,United States,3194,1712.68,Won,20-04-2017,22-04-2017,59
YYJILFBU,Corliss Cosme,GTX Plus Pro,GTX,5482,Plussunin,retail,United States,4018,1419.98,Lost,20-04-2017,01-05-2017,0
AWVSWBQV,Daniell Hammack,GTX Basic,GTX,550,Ontomedia,employment,United States,2769,882.12,Lost,20-04-2017,22-04-2017,0
VORZHQ40,Darcel Schlecht,GTX Pro,GTX,4821,Gogozoom,telecommunications,United States,187,86.68,Lost,20-04-2017,30-04-2017,0
5QD09R7U,Darcel Schlecht,GTX Basic,GTX,550,Rundofase,technolgy,United States,1238,1008.06,Won,20-04-2017,28-04-2017,549
ETISD84I,Donn Cantrell,GTX Plus Basic,GTX,1096,Zathunicon,retail,United States,144,71.12,Lost,20-04-2017,24-04-2017,0
K0T5LJ3E,Elease Gluck,GTK 500,GTK,26768,Plexzap,retail,United States,4874,2437.85,Won,20-04-2017,28-06-2017,24949
D5YLWCFW,Gladys Colclough,GTX Plus Basic,GTX,1096,Genco Pura Olive Oil Company,retail,Italy,1635,894.33,Lost,20-04-2017,02-05-2017,0
ZALE38AC,James Ascencio,GTX Pro,GTX,4821,Newex,services,Germany,3492,1012.72,Lost,20-04-2017,09-05-2017,0
T7MVQ9SX,James Ascencio,GTX Plus Pro,GTX,5482,Fasehatice,retail,United States,7523,4968.91,Won,20-04-2017,02-05-2017,4985
GTEFJL6U,Jonathan Berthelot,GTX Basic,GTX,550,Toughzap,retail,United States,799,332.43,Lost,20-04-2017,22-04-2017,0
D7MYDHMF,Jonathan Berthelot,GTX Basic,GTX,550,Conecom,technolgy,United States,1806,1520.66,Won,20-04-2017,29-04-2017,657
XAE858UJ,Jonathan Berthelot,GTX Basic,GTX,550,Streethex,retail,Belgium,1165,1376.8,Won,20-04-2017,30-06-2017,628
WTCU9X9M,Jonathan Berthelot,GTX Plus Basic,GTX,1096,Conecom,technolgy,United States,1806,1520.66,Won,20-04-2017,15-06-2017,1183
